Abyssinian Hard
Wheat triticum durum
Atta Flour
Barley
Barley Grass
Barley Hordeum vulgare
Barley Malt
Beer
Bleached Flour
Bran
Wheat bran
Rye bran
Barley bran
Bread Flour
Brewer's Yeast
Brown Flour
Bulgur
Bulgar Nuts
Bulgur Wheat
Cereal Binding
Chilton
Club Wheat
Triticum aestivum compactum
Common Wheat
Triticum aestivum
Cookie Crumbs
Cookie Dough
Cookie Dough Pieces
Couscous
Criped Rice
Dinkle
Spelt
Disodium Wheatgermamido Peg-2 Sulfosuccinate
Durum wheat
Triticum durum
Edible Coatings
Edible Films
Edible Starch
Einkorn
Triticum monococcum
Emmer
Triticum dicoccon
Enriched Bleached Flour
Enriched Bleached Wheat Flour
Enriched Flour
Farik
Farina
Farina Graham
Farro
Filler
Flour
Freekeh
Frikeh
Fu
dried wheat gluten
Germ
wheat germ
rye germ
barley bran
Graham Flour
Granary Flour
Groats
barley groats
wheat groats
Hard Wheat
Heeng
Hing
Hordeum Chilense
Wild Barley
Hordeum Vulgare Extract
Hydroxypropyltrimonium Hydrolyzed Wheat Protein
Kamut
Pasta wheat
Kecap Manis
Soy Sauce
Ketjap Manis
Soy Sauce
Kluski Pasta
Maida
Indian wheat flour
Malt
Malted Barley Flour
Malted Milk
Malt Extract
Malt Syrup
Malt Flavoring
Malt Vinegar
Macha Wheat
Triticum aestivum
Matza
Matzah
Matzo
Matzo Semolina
Meripro 711
Mir
Nishasta
Oriental Wheat
Triticum turanicum
Orzo Pasta
Pasta
Pearl Barley
Persian Wheat
Triticum carthlicum
Perungayam
Poulard Wheat
Triticum turgidum
Polish Wheat
Triticum polonicum
Rice Malt
Koji
Roux
Rusk
Rye
Seitan
Semolina
Semolina Triticum
Shot Wheat
Triticum aestivum
Small Spelt
Spelt
Triticum spelt
Sprouted Wheat
Sprouted Barley
Stearyldimoniumhydroxypropyl Hydrolyzed Wheat Protein
Strong Flour
Suet
Tabbouleh
Tabouli
Teriyaki Sauce
Timopheevi Wheat
Triticum timopheevii
Triticale X triticosecale
Triticum Durum (Durum Wheat)
Triticum Vulgare Flour Lipids
Wheat Flour Lipids
Triticum Vulgare Germ Extract
Wheat Germ Extract
Triticum Vulgare  Germ Oil
Wheat Germ Oil
Tritordeum
Udon
wheat noodles
Unbleached Flour
Vavilovi Wheat
Triticum aestivum
Vital Wheat Gluten
Abyssinian Hard triticum durum
Wheat Amino Acids
Wheat Bran Extract
Bulgur Wheat
Wheat Durum Triticum
Wheat Germ Extract
Wheat Germ Glycerides
Wheat Germ Oil
Wheat Germamidopropyldimonium Hydroxypropyl Hydrolyzed Wheat Protein
Wheat Grass
Wheat Nuts
Wheat Protein
Wheat Starch
Wheat Triticum aestivum
Wheat Triticum Monococcum
Wheat Bran Extract
Triticum Vulgare Bran Extract
Whole-Meal Flour
Wild Barley
Hordeum Chilense
Wild Einkorn
Triticum boeotictim
Wild Emmer
Triticum dicoccoides
